Replication;scarcity3;scarcity2;scarcity1;EnvironmentalDisasterChanceB;EnvironmentalDisasterChanceA;TimeToRepair2;TimeToRepair3;TimeToRepair1;CountBetweenFaillures3;CountBetweenFaillures2;CountBetweenFaillures1;DelayTimeB;TravelTime3;TravelTime2;DelayTimeA;TravelTime1;FailedRawOrder3;FailedRawOrder2;FailedRawOrder1;OrdersS3;OrdersS2;OrdersS1;Costs;NumberBackOrdered;AvarageQInStock;AvarageLeadTime;OrderFillRate
86;16,04373498196;NaN;17,9157957487318;6,57889922378728;3,59023891750257;629,484643735567;615,156638038546;599,169146454253;44,599392487564;43,0688021047455;73,2349886204802;685,183898837959;767,267895529536;NaN;NaN;170,710355986551;8;0;4;26;0;26;364000;6,0364892179354;463,423980281708;290,159432198457;89,5161290322581
87;16,0587151582504;NaN;17,9445723254678;5,98897088008622;3,46633598997465;598,196125526563;621,962603558708;579,80685187174;35,9599379574259;46,6870645405207;71,93318539951;879,85532909106;678,210265828067;NaN;658,42187533069;167,922011423342;7;0;0;27;0;27;378000;14,0404550960099;424,003069614212;294,961587717105;83,8461538461539
88;15,9333084628047;NaN;17,9334902967288;5,42138151471214;3,48922262007595;636,270370343355;605,054679377864;636,230220489327;41,2987909199477;47,7792044531554;74,7200924215691;990,370588782217;723,853379730202;NaN;NaN;163,188043214408;8;0;0;29;0;29;400750;5,97712287239182;453,826728302364;286,505616301956;88,3211678832117
89;15,8263287828007;NaN;17,8103333363833;6,30754899612532;3,49613264120377;624,341990093432;625,630909515211;667,653407099323;37,7032459639013;46,721061074372;75,4348244133871;677,834367237895;719,283372563063;NaN;NaN;169,765775064332;2;0;0;29;0;29;406000;7,84008891207999;446,117432420053;299,049432967398;90,7142857142857
90;15,9834225396393;NaN;17,9823737672258;6,22652159638703;3,40395502136089;647,807034969893;654,349253876591;665,524923317843;41,8035084343757;45,2724467698807;77,4599607168542;NaN;763,354346175217;NaN;NaN;164,428333859237;3;0;0;25;0;25;350000;3,01926370092613;486,726003511627;281,452704257709;95
91;15,9773105197971;NaN;18,0736724858921;5,74506116247383;3,66792828239629;618,561128366969;593,72114743007;766,281561651931;42,9212098116321;45,8598549620041;75,500343904132;NaN;762,911325931933;NaN;NaN;174,372853307715;10;0;0;29;0;29;392000;4,7645715545574;457,130608696793;282,111617149556;91,970802919708
92;16,1218149207727;NaN;18,0120018050291;6,33242888626857;3,59596804143467;571,230909403748;670,471077432135;631,569844701105;46,9811117969453;48,4277131566957;77,3110653297044;NaN;737,913633682503;NaN;493,556023958778;162,291345670496;1;0;0;26;0;26;364000;5,83008353278674;476,211395755895;282,589138331243;93,6507936507936
93;16,0651488262123;NaN;18,107468297948;6,09350993630609;3,11684111624657;589,348614318083;656,727779424546;623,794882769576;41,6776508496453;44,5223988476209;75,6009375134875;NaN;699,060039177267;NaN;NaN;171,918286924659;5;0;0;28;0;28;386750;2,75498154069739;466,843510829213;268,389489739512;93,8461538461538
94;16,1680532159541;NaN;17,9136200467957;5,25493963390332;3,57634323258113;588,098662321241;620,07136555427;592,830043938519;38,7017865880425;47,8898675523054;74,6829856090297;585,503299707022;704,374395033751;NaN;NaN;179,908033355277;3;0;1;29;0;29;400750;8,88109302356765;480,97675823671;270,875335034717;87,5
95;15,9317630817796;NaN;17,8310686930393;5,6554968183461;3,28103846862047;600,988776221843;602,877568513527;532,041134522214;42,2721104087707;45,773768593402;77,3678768608768;501,364951319346;708,017808293392;NaN;NaN;162,524636265742;4;0;0;28;0;28;386750;1,78183357199995;422,592222590773;266,11815587426;93,9393939393939
96;15,9932081533951;NaN;17,9541233166684;5,55709990928019;3,63252941361215;597,821979740568;581,133248995526;556,192992206579;40,3379968512033;46,8867449690767;76,044618806091;847,918404199609;755,344022715376;NaN;NaN;179,143221573133;2;0;0;27;0;27;364000;4,72436708302975;461,67064972336;310,281099447518;95,2
97;16,0124457812964;NaN;18,1479785380503;6,50753830507398;3,52703585483134;618,999250137215;617,423529365193;628,815468184891;37,8035688639308;47,0928922971675;74,7857391177431;NaN;708,670641705973;NaN;464,476136686444;183,964685026943;6;0;0;25;0;25;336000;2,01537522799383;494,203224658778;280,213180100047;93,1623931623932
98;15,9518308388827;NaN;17,9723188788413;5,67304442684959;3,41324859673882;692,061807318611;667,567394749497;556,703567466122;41,3044710995422;46,2874473952688;78,3278917725884;1138,19238515395;676,648560438629;NaN;NaN;156,099057890556;2;0;0;27;0;27;364000;5,1888930318388;485,062701549658;269,129191409626;92,0634920634921
99;16,0006923055452;NaN;17,8532330887515;6,19828828757939;3,71255107718753;634,934928369952;687,501853889711;742,43339677948;40,0551212030566;46,2604393814511;74,2084928481684;895,923406695964;704,233654752283;NaN;NaN;147,382320730314;6;0;2;24;0;24;325500;6,79484373456575;488,764693056529;266,888203339844;92,2413793103448
100;16,0294116238975;NaN;18,0626159508912;6,01997273974121;3,51945456011722;635,69322766066;634,759670212436;612,772768522934;40,4501281997987;47,2047528905722;73,8346853884133;977,741554961401;733,002322668732;NaN;NaN;160,665242939843;9;0;0;26;0;26;364000;3,82690061282241;454,837050332071;283,319505468394;93,5483870967742
